timestamp,feeder_id,element,element_type,bus,phase,i_amps
2010-07-01T00:00:00,ieee123,Line.l_21_23,line,21,A,80.167
2010-07-01T00:00:00,ieee123,Line.l_21_23,line,21,B,0.005
2010-07-01T00:00:00,ieee123,Line.l_21_23,line,21,C,68.408
2010-07-01T00:00:00,ieee123,Line.l_23_24,line,23.3,C,5.977
2010-07-01T00:00:00,ieee123,Line.l_23_25,line,23,A,80.167
2010-07-01T00:00:00,ieee123,Line.l_23_25,line,23,B,0.004
2010-07-01T00:00:00,ieee123,Line.l_23_25,line,23,C,62.432
2010-07-01T00:00:00,ieee123,Line.l_25_26,line,25.1.3,A,7.028
2010-07-01T00:00:00,ieee123,Line.l_25_26,line,25.1.3,C,57.149
2010-07-01T00:00:00,ieee123,Line.l_25_28,line,25,A,73.139
2010-07-01T00:00:00,ieee123,Line.l_25_28,line,25,B,0.003
2010-07-01T00:00:00,ieee123,Line.l_25_28,line,25,C,5.283
2010-07-01T00:00:00,ieee123,Line.l_26_27,line,26.1.3,A,7.029
2010-07-01T00:00:00,ieee123,Line.l_26_27,line,26.1.3,C,0.001
2010-07-01T00:00:00,ieee123,Line.l_26_31,line,26.3,C,57.150
2010-07-01T00:00:00,ieee123,Line.l_27_33,line,27.1,A,7.029
2010-07-01T00:00:00,ieee123,Line.l_28_29,line,28,A,2.532
2010-07-01T00:00:00,ieee123,Line.l_28_29,line,28,B,0.002
2010-07-01T00:00:00,ieee123,Line.l_28_29,line,28,C,5.284
2010-07-01T00:00:00,ieee123,Line.l_29_30,line,29,A,0.001
2010-07-01T00:00:00,ieee123,Line.l_29_30,line,29,B,0.002
2010-07-01T00:00:00,ieee123,Line.l_29_30,line,29,C,5.284
2010-07-01T00:00:00,ieee123,Line.l_30_250,line,30,A,0.001
2010-07-01T00:00:00,ieee123,Line.l_30_250,line,30,B,0.001
2010-07-01T00:00:00,ieee123,Line.l_30_250,line,30,C,0.001
2010-07-01T00:00:00,ieee123,Line.l_31_32,line,31.3,C,11.228
2010-07-01T00:00:00,ieee123,Line.l_34_15,line,34.3,C,27.157
2010-07-01T00:00:00,ieee123,Line.l_35_36,line,35.1.2,A,3.059
2010-07-01T00:00:00,ieee123,Line.l_35_36,line,35.1.2,B,2.076
2010-07-01T00:00:00,ieee123,Line.l_35_40,line,35,A,25.974
2010-07-01T00:00:00,ieee123,Line.l_35_40,line,35,B,17.367
2010-07-01T00:00:00,ieee123,Line.l_35_40,line,35,C,23.788
2010-07-01T00:00:00,ieee123,Line.l_36_37,line,36.1,A,3.060
2010-07-01T00:00:00,ieee123,Line.l_36_38,line,36.2,B,2.077
2010-07-01T00:00:00,ieee123,Line.l_38_39,line,38.2,B,0.626
2010-07-01T00:00:00,ieee123,Line.l_40_41,line,40.3,C,7.317
2010-07-01T00:00:00,ieee123,Line.l_40_42,line,40,A,25.974
2010-07-01T00:00:00,ieee123,Line.l_40_42,line,40,B,17.368
2010-07-01T00:00:00,ieee123,Line.l_40_42,line,40,C,16.472
2010-07-01T00:00:00,ieee123,Line.l_42_43,line,42.2,B,5.562
2010-07-01T00:00:00,ieee123,Line.l_42_44,line,42,A,22.996
2010-07-01T00:00:00,ieee123,Line.l_42_44,line,42,B,11.852
2010-07-01T00:00:00,ieee123,Line.l_42_44,line,42,C,16.472
2010-07-01T00:00:00,ieee123,Line.l_44_45,line,44.1,A,14.363
2010-07-01T00:00:00,ieee123,Line.l_44_47,line,44,A,8.660
2010-07-01T00:00:00,ieee123,Line.l_44_47,line,44,B,11.853
2010-07-01T00:00:00,ieee123,Line.l_44_47,line,44,C,16.473
2010-07-01T00:00:00,ieee123,Line.l_45_46,line,45.1,A,12.084
2010-07-01T00:00:00,ieee123,Line.l_47_48,line,47,A,0.000
2010-07-01T00:00:00,ieee123,Line.l_47_48,line,47,B,0.000
2010-07-01T00:00:00,ieee123,Line.l_47_48,line,47,C,0.000
2010-07-01T00:00:00,ieee123,Line.l_47_49,line,47,A,8.661
2010-07-01T00:00:00,ieee123,Line.l_47_49,line,47,B,11.854
2010-07-01T00:00:00,ieee123,Line.l_47_49,line,47,C,16.473
2010-07-01T00:00:00,ieee123,Line.l_49_50,line,49,A,3.207
2010-07-01T00:00:00,ieee123,Line.l_49_50,line,49,B,0.003
2010-07-01T00:00:00,ieee123,Line.l_49_50,line,49,C,10.798
2010-07-01T00:00:00,ieee123,Line.l_50_51,line,50,A,3.207
2010-07-01T00:00:00,ieee123,Line.l_50_51,line,50,B,0.002
2010-07-01T00:00:00,ieee123,Line.l_50_51,line,50,C,0.002
2010-07-01T00:00:00,ieee123,Line.l_51_151,line,51,A,0.001
2010-07-01T00:00:00,ieee123,Line.l_51_151,line,51,B,0.001
2010-07-01T00:00:00,ieee123,Line.l_51_151,line,51,C,0.001
2010-07-01T00:00:00,ieee123,Line.l_52_53,line,52,A,482.115
2010-07-01T00:00:00,ieee123,Line.l_52_53,line,52,B,416.500
2010-07-01T00:00:00,ieee123,Line.l_52_53,line,52,C,294.502
2010-07-01T00:00:00,ieee123,Line.l_53_54,line,53,A,456.289
2010-07-01T00:00:00,ieee123,Line.l_53_54,line,53,B,416.500
2010-07-01T00:00:00,ieee123,Line.l_53_54,line,53,C,294.502
2010-07-01T00:00:00,ieee123,Line.l_54_55,line,54,A,1.182
2010-07-01T00:00:00,ieee123,Line.l_54_55,line,54,B,84.540
2010-07-01T00:00:00,ieee123,Line.l_54_55,line,54,C,0.002
2010-07-01T00:00:00,ieee123,Line.l_54_57,line,54,A,455.116
2010-07-01T00:00:00,ieee123,Line.l_54_57,line,54,B,333.771
2010-07-01T00:00:00,ieee123,Line.l_54_57,line,54,C,294.502
2010-07-01T00:00:00,ieee123,Line.l_55_56,line,55,A,0.001
2010-07-01T00:00:00,ieee123,Line.l_55_56,line,55,B,84.540
2010-07-01T00:00:00,ieee123,Line.l_55_56,line,55,C,0.001
2010-07-01T00:00:00,ieee123,Line.l_57_58,line,57.2,B,37.734
2010-07-01T00:00:00,ieee123,Line.l_57_60,line,57,A,455.116
2010-07-01T00:00:00,ieee123,Line.l_57_60,line,57,B,297.007
2010-07-01T00:00:00,ieee123,Line.l_57_60,line,57,C,294.503
2010-07-01T00:00:00,ieee123,Line.l_58_59,line,58.2,B,9.632
2010-07-01T00:00:00,ieee123,Line.l_60_61,line,60,A,0.001
2010-07-01T00:00:00,ieee123,Line.l_60_61,line,60,B,0.002
2010-07-01T00:00:00,ieee123,Line.l_60_61,line,60,C,0.002
2010-07-01T00:00:00,ieee123,Line.l_60_62,line,60,A,122.778
2010-07-01T00:00:00,ieee123,Line.l_60_62,line,60,B,22.541
2010-07-01T00:00:00,ieee123,Line.l_60_62,line,60,C,24.278
2010-07-01T00:00:00,ieee123,Line.l_62_63,line,62,A,122.779
2010-07-01T00:00:00,ieee123,Line.l_62_63,line,62,B,22.542
2010-07-01T00:00:00,ieee123,Line.l_62_63,line,62,C,19.449
2010-07-01T00:00:00,ieee123,Line.l_63_64,line,63,A,12.784
2010-07-01T00:00:00,ieee123,Line.l_63_64,line,63,B,22.542
2010-07-01T00:00:00,ieee123,Line.l_63_64,line,63,C,19.449
2010-07-01T00:00:00,ieee123,Line.l_64_65,line,64,A,12.785
2010-07-01T00:00:00,ieee123,Line.l_64_65,line,64,B,8.567
2010-07-01T00:00:00,ieee123,Line.l_64_65,line,64,C,19.450
2010-07-01T00:00:00,ieee123,Line.l_65_66,line,65,A,0.001
2010-07-01T00:00:00,ieee123,Line.l_65_66,line,65,B,0.001
2010-07-01T00:00:00,ieee123,Line.l_65_66,line,65,C,5.979
2010-07-01T00:00:00,ieee123,Line.l_67_68,line,67.1,A,125.404
2010-07-01T00:00:00,ieee123,Line.l_67_72,line,67,A,83.805
2010-07-01T00:00:00,ieee123,Line.l_67_72,line,67,B,173.083
2010-07-01T00:00:00,ieee123,Line.l_67_72,line,67,C,154.462
2010-07-01T00:00:00,ieee123,Line.l_67_97,line,67,A,167.211
2010-07-01T00:00:00,ieee123,Line.l_67_97,line,67,B,111.097
2010-07-01T00:00:00,ieee123,Line.l_67_97,line,67,C,128.518
2010-07-01T00:00:00,ieee123,Line.l_68_69,line,68.1,A,68.286
2010-07-01T00:00:00,ieee123,Line.l_69_70,line,69.1,A,65.276
2010-07-01T00:00:00,ieee123,Line.l_70_71,line,70.1,A,63.338
2010-07-01T00:00:00,ieee123,Line.l_72_73,line,72.3,C,44.333
2010-07-01T00:00:00,ieee123,Line.l_72_76,line,72,A,83.805
2010-07-01T00:00:00,ieee123,Line.l_72_76,line,72,B,173.083
2010-07-01T00:00:00,ieee123,Line.l_72_76,line,72,C,119.686
2010-07-01T00:00:00,ieee123,Line.l_73_74,line,73.3,C,27.721
2010-07-01T00:00:00,ieee123,Line.l_74_75,line,74.3,C,4.509
2010-07-01T00:00:00,ieee123,Line.l_76_77,line,76,A,62.212
2010-07-01T00:00:00,ieee123,Line.l_76_77,line,76,B,79.325
2010-07-01T00:00:00,ieee123,Line.l_76_77,line,76,C,100.688
2010-07-01T00:00:00,ieee123,Line.l_76_86,line,76,A,31.499
2010-07-01T00:00:00,ieee123,Line.l_76_86,line,76,B,104.841
2010-07-01T00:00:00,ieee123,Line.l_76_86,line,76,C,17.714
2010-07-01T00:00:00,ieee123,Line.l_77_78,line,77,A,62.211
2010-07-01T00:00:00,ieee123,Line.l_77_78,line,77,B,78.191
2010-07-01T00:00:00,ieee123,Line.l_77_78,line,77,C,100.687
2010-07-01T00:00:00,ieee123,Line.l_78_79,line,78,A,7.280
2010-07-01T00:00:00,ieee123,Line.l_78_79,line,78,B,0.001
2010-07-01T00:00:00,ieee123,Line.l_78_79,line,78,C,0.001
2010-07-01T00:00:00,ieee123,Line.l_78_80,line,78,A,63.447
2010-07-01T00:00:00,ieee123,Line.l_78_80,line,78,B,78.190
2010-07-01T00:00:00,ieee123,Line.l_78_80,line,78,C,100.687
2010-07-01T00:00:00,ieee123,Line.l_80_81,line,80,A,63.445
2010-07-01T00:00:00,ieee123,Line.l_80_81,line,80,B,79.464
2010-07-01T00:00:00,ieee123,Line.l_80_81,line,80,C,100.687
2010-07-01T00:00:00,ieee123,Line.l_81_82,line,81,A,63.444
2010-07-01T00:00:00,ieee123,Line.l_81_82,line,81,B,79.463
2010-07-01T00:00:00,ieee123,Line.l_81_82,line,81,C,75.832
2010-07-01T00:00:00,ieee123,Line.l_81_84,line,81.3,C,101.772
2010-07-01T00:00:00,ieee123,Line.l_82_83,line,82,A,69.053
2010-07-01T00:00:00,ieee123,Line.l_82_83,line,82,B,79.462
2010-07-01T00:00:00,ieee123,Line.l_82_83,line,82,C,75.832
2010-07-01T00:00:00,ieee123,Line.l_84_85,line,84.3,C,93.233
2010-07-01T00:00:00,ieee123,Line.l_86_87,line,86,A,31.499
2010-07-01T00:00:00,ieee123,Line.l_86_87,line,86,B,101.424
2010-07-01T00:00:00,ieee123,Line.l_86_87,line,86,C,17.713
2010-07-01T00:00:00,ieee123,Line.l_87_88,line,87.1,A,15.433
2010-07-01T00:00:00,ieee123,Line.l_87_89,line,87,A,30.126
2010-07-01T00:00:00,ieee123,Line.l_87_89,line,87,B,92.582
2010-07-01T00:00:00,ieee123,Line.l_87_89,line,87,C,17.711
2010-07-01T00:00:00,ieee123,Line.l_89_90,line,89.2,B,76.988
2010-07-01T00:00:00,ieee123,Line.l_89_91,line,89,A,30.127
2010-07-01T00:00:00,ieee123,Line.l_89_91,line,89,B,15.939
2010-07-01T00:00:00,ieee123,Line.l_89_91,line,89,C,17.711
2010-07-01T00:00:00,ieee123,Line.l_91_92,line,91.3,C,17.709
2010-07-01T00:00:00,ieee123,Line.l_91_93,line,91,A,30.127
2010-07-01T00:00:00,ieee123,Line.l_91_93,line,91,B,15.939
2010-07-01T00:00:00,ieee123,Line.l_91_93,line,91,C,0.002
2010-07-01T00:00:00,ieee123,Line.l_93_94,line,93.1,A,30.127
2010-07-01T00:00:00,ieee123,Line.l_93_95,line,93,A,0.001
2010-07-01T00:00:00,ieee123,Line.l_93_95,line,93,B,15.939
2010-07-01T00:00:00,ieee123,Line.l_93_95,line,93,C,0.001
2010-07-01T00:00:00,ieee123,Line.l_95_96,line,95.2,B,8.720
2010-07-01T00:00:00,ieee123,Line.l_97_98,line,97,A,21.280
2010-07-01T00:00:00,ieee123,Line.l_97_98,line,97,B,3.240
2010-07-01T00:00:00,ieee123,Line.l_97_98,line,97,C,109.141
2010-07-01T00:00:00,ieee123,Line.l_98_99,line,98,A,0.004
2010-07-01T00:00:00,ieee123,Line.l_98_99,line,98,B,3.240
2010-07-01T00:00:00,ieee123,Line.l_98_99,line,98,C,109.142
2010-07-01T00:00:00,ieee123,Line.l_99_100,line,99,A,0.003
2010-07-01T00:00:00,ieee123,Line.l_99_100,line,99,B,0.003
2010-07-01T00:00:00,ieee123,Line.l_99_100,line,99,C,109.142
2010-07-01T00:00:00,ieee123,Line.l_100_450,line,100,A,0.002
2010-07-01T00:00:00,ieee123,Line.l_100_450,line,100,B,0.002
2010-07-01T00:00:00,ieee123,Line.l_100_450,line,100,C,0.002
2010-07-01T00:00:00,ieee123,Line.l_101_102,line,101.3,C,19.380
2010-07-01T00:00:00,ieee123,Line.l_101_105,line,101,A,145.933
2010-07-01T00:00:00,ieee123,Line.l_101_105,line,101,B,107.858
2010-07-01T00:00:00,ieee123,Line.l_101_105,line,101,C,0.005
2010-07-01T00:00:00,ieee123,Line.l_102_103,line,102.3,C,11.151
2010-07-01T00:00:00,ieee123,Line.l_103_104,line,103.3,C,3.234
2010-07-01T00:00:00,ieee123,Line.l_105_106,line,105.2,B,107.860
2010-07-01T00:00:00,ieee123,Line.l_105_108,line,105,A,145.934
2010-07-01T00:00:00,ieee123,Line.l_105_108,line,105,B,0.004
2010-07-01T00:00:00,ieee123,Line.l_105_108,line,105,C,0.004
2010-07-01T00:00:00,ieee123,Line.l_106_107,line,106.2,B,76.357
2010-07-01T00:00:00,ieee123,Line.l_108_109,line,108.1,A,145.935
2010-07-01T00:00:00,ieee123,Line.l_108_300,line,108,A,0.003
2010-07-01T00:00:00,ieee123,Line.l_108_300,line,108,B,0.003
2010-07-01T00:00:00,ieee123,Line.l_108_300,line,108,C,0.003
2010-07-01T00:00:00,ieee123,Line.l_109_110,line,109.1,A,140.063
2010-07-01T00:00:00,ieee123,Line.l_110_111,line,110.1,A,18.878
2010-07-01T00:00:00,ieee123,Line.l_110_112,line,110.1,A,121.186
2010-07-01T00:00:00,ieee123,Line.l_112_113,line,112.1,A,4.540
2010-07-01T00:00:00,ieee123,Line.l_113_114,line,113.1,A,2.789
2010-07-01T00:00:00,ieee123,Line.l_135_35,line,135,A,31.145
2010-07-01T00:00:00,ieee123,Line.l_135_35,line,135,B,21.783
2010-07-01T00:00:00,ieee123,Line.l_135_35,line,135,C,23.787
2010-07-01T00:00:00,ieee123,Line.l_149_1,line,149,A,924.142
2010-07-01T00:00:00,ieee123,Line.l_149_1,line,149,B,472.422
2010-07-01T00:00:00,ieee123,Line.l_149_1,line,149,C,509.118
2010-07-01T00:00:00,ieee123,Line.l_152_52,line,152,A,592.775
2010-07-01T00:00:00,ieee123,Line.l_152_52,line,152,B,416.499
2010-07-01T00:00:00,ieee123,Line.l_152_52,line,152,C,294.502
2010-07-01T00:00:00,ieee123,Line.l_160_67,line,160,A,334.224
2010-07-01T00:00:00,ieee123,Line.l_160_67,line,160,B,275.443
2010-07-01T00:00:00,ieee123,Line.l_160_67,line,160,C,271.389
2010-07-01T00:00:00,ieee123,Line.l_197_101,line,197,A,145.933
2010-07-01T00:00:00,ieee123,Line.l_197_101,line,197,B,107.858
2010-07-01T00:00:00,ieee123,Line.l_197_101,line,197,C,19.378
2010-07-01T00:00:00,ieee123,Line.sw_13_152,switch,13,A,592.775
2010-07-01T00:00:00,ieee123,Line.sw_13_152,switch,13,B,416.499
2010-07-01T00:00:00,ieee123,Line.sw_13_152,switch,13,C,294.502
2010-07-01T00:00:00,ieee123,Line.sw_18_135,switch,18,A,31.145
2010-07-01T00:00:00,ieee123,Line.sw_18_135,switch,18,B,21.783
2010-07-01T00:00:00,ieee123,Line.sw_18_135,switch,18,C,23.787
2010-07-01T00:00:00,ieee123,Line.sw_60_160,switch,60,A,334.224
2010-07-01T00:00:00,ieee123,Line.sw_60_160,switch,60,B,275.443
2010-07-01T00:00:00,ieee123,Line.sw_60_160,switch,60,C,271.389
2010-07-01T00:00:00,ieee123,Line.sw_97_197,switch,97,A,145.933
2010-07-01T00:00:00,ieee123,Line.sw_97_197,switch,97,B,107.858
2010-07-01T00:00:00,ieee123,Line.sw_97_197,switch,97,C,19.378
2010-07-01T00:00:00,ieee123,Line.sw_150_149,switch,150,A,924.142
2010-07-01T00:00:00,ieee123,Line.sw_150_149,switch,150,B,472.422
2010-07-01T00:00:00,ieee123,Line.sw_150_149,switch,150,C,509.118
2010-07-01T00:30:00,ieee123,Vsource.source,source,syssource,A,20.423
2010-07-01T00:30:00,ieee123,Vsource.source,source,syssource,B,14.544
2010-07-01T00:30:00,ieee123,Vsource.source,source,syssource,C,24.241
2010-07-01T00:30:00,ieee123,Line.l_1_2,line,1.2,B,2.341
2010-07-01T00:30:00,ieee123,Line.l_1_3,line,1.3,C,61.299
2010-07-01T00:30:00,ieee123,Line.l_1_7,line,1,A,813.021
2010-07-01T00:30:00,ieee123,Line.l_1_7,line,1,B,344.027
2010-07-01T00:30:00,ieee123,Line.l_1_7,line,1,C,387.440
2010-07-01T00:30:00,ieee123,Line.l_3_4,line,3.3,C,9.186
2010-07-01T00:30:00,ieee123,Line.l_3_5,line,3.3,C,52.115
2010-07-01T00:30:00,ieee123,Line.l_5_6,line,5.3,C,21.572
2010-07-01T00:30:00,ieee123,Line.l_7_8,line,7,A,790.122
2010-07-01T00:30:00,ieee123,Line.l_7_8,line,7,B,344.027
2010-07-01T00:30:00,ieee123,Line.l_7_8,line,7,C,387.440
2010-07-01T00:30:00,ieee123,Line.l_8_12,line,8.2,B,3.404
2010-07-01T00:30:00,ieee123,Line.l_8_9,line,8.1,A,164.461
2010-07-01T00:30:00,ieee123,Line.l_8_13,line,8,A,626.037
2010-07-01T00:30:00,ieee123,Line.l_8_13,line,8,B,340.704
2010-07-01T00:30:00,ieee123,Line.l_8_13,line,8,C,387.440
2010-07-01T00:30:00,ieee123,Line.l_9_14,line,9.1,A,75.502
2010-07-01T00:30:00,ieee123,Line.l_13_34,line,13.3,C,27.865
2010-07-01T00:30:00,ieee123,Line.l_13_18,line,13,A,70.287
2010-07-01T00:30:00,ieee123,Line.l_13_18,line,13,B,32.222
2010-07-01T00:30:00,ieee123,Line.l_13_18,line,13,C,80.366
2010-07-01T00:30:00,ieee123,Line.l_14_11,line,14.1,A,65.459
2010-07-01T00:30:00,ieee123,Line.l_14_10,line,14.1,A,10.043
2010-07-01T00:30:00,ieee123,Line.l_15_16,line,15.3,C,3.827
2010-07-01T00:30:00,ieee123,Line.l_15_17,line,15.3,C,19.787
2010-07-01T00:30:00,ieee123,Line.l_18_19,line,18.1,A,28.998
2010-07-01T00:30:00,ieee123,Line.l_18_21,line,18,A,17.624
2010-07-01T00:30:00,ieee123,Line.l_18_21,line,18,B,6.295
2010-07-01T00:30:00,ieee123,Line.l_18_21,line,18,C,59.438
2010-07-01T00:30:00,ieee123,Line.l_19_20,line,19.1,A,1.644
2010-07-01T00:30:00,ieee123,Line.l_21_22,line,21.2,B,6.298
2010-07-01T00:30:00,ieee123,Line.l_21_23,line,21,A,17.625
2010-07-01T00:30:00,ieee123,Line.l_21_23,line,21,B,0.005
2010-07-01T00:30:00,ieee123,Line.l_21_23,line,21,C,59.439
2010-07-01T00:30:00,ieee123,Line.l_23_24,line,23.3,C,5.476
2010-07-01T00:30:00,ieee123,Line.l_23_25,line,23,A,17.625
2010-07-01T00:30:00,ieee123,Line.l_23_25,line,23,B,0.004
2010-07-01T00:30:00,ieee123,Line.l_23_25,line,23,C,53.963
2010-07-01T00:30:00,ieee123,Line.l_25_26,line,25.1.3,A,5.754
2010-07-01T00:30:00,ieee123,Line.l_25_26,line,25.1.3,C,50.111
2010-07-01T00:30:00,ieee123,Line.l_25_28,line,25,A,11.872
2010-07-01T00:30:00,ieee123,Line.l_25_28,line,25,B,0.003
2010-07-01T00:30:00,ieee123,Line.l_25_28,line,25,C,3.853
2010-07-01T00:30:00,ieee123,Line.l_26_27,line,26.1.3,A,5.754
2010-07-01T00:30:00,ieee123,Line.l_26_27,line,26.1.3,C,0.001
2010-07-01T00:30:00,ieee123,Line.l_26_31,line,26.3,C,50.112
2010-07-01T00:30:00,ieee123,Line.l_27_33,line,27.1,A,5.754
2010-07-01T00:30:00,ieee123,Line.l_28_29,line,28,A,0.826
2010-07-01T00:30:00,ieee123,Line.l_28_29,line,28,B,0.003
2010-07-01T00:30:00,ieee123,Line.l_28_29,line,28,C,3.853
2010-07-01T00:30:00,ieee123,Line.l_29_30,line,29,A,0.002
2010-07-01T00:30:00,ieee123,Line.l_29_30,line,29,B,0.002
2010-07-01T00:30:00,ieee123,Line.l_29_30,line,29,C,3.853
2010-07-01T00:30:00,ieee123,Line.l_30_250,line,30,A,0.001
2010-07-01T00:30:00,ieee123,Line.l_30_250,line,30,B,0.001
2010-07-01T00:30:00,ieee123,Line.l_30_250,line,30,C,0.001
2010-07-01T00:30:00,ieee123,Line.l_31_32,line,31.3,C,3.288
2010-07-01T00:30:00,ieee123,Line.l_34_15,line,34.3,C,23.614
2010-07-01T00:30:00,ieee123,Line.l_35_36,line,35.1.2,A,3.315
2010-07-01T00:30:00,ieee123,Line.l_35_36,line,35.1.2,B,3.903
2010-07-01T00:30:00,ieee123,Line.l_35_40,line,35,A,17.882
2010-07-01T00:30:00,ieee123,Line.l_35_40,line,35,B,19.355
2010-07-01T00:30:00,ieee123,Line.l_35_40,line,35,C,20.930
2010-07-01T00:30:00,ieee123,Line.l_36_37,line,36.1,A,3.316
2010-07-01T00:30:00,ieee123,Line.l_36_38,line,36.2,B,3.904
2010-07-01T00:30:00,ieee123,Line.l_38_39,line,38.2,B,0.755
2010-07-01T00:30:00,ieee123,Line.l_40_41,line,40.3,C,7.211
2010-07-01T00:30:00,ieee123,Line.l_40_42,line,40,A,17.882
2010-07-01T00:30:00,ieee123,Line.l_40_42,line,40,B,19.356
2010-07-01T00:30:00,ieee123,Line.l_40_42,line,40,C,13.721
2010-07-01T00:30:00,ieee123,Line.l_42_43,line,42.2,B,8.587
2010-07-01T00:30:00,ieee123,Line.l_42_44,line,42,A,14.275
2010-07-01T00:30:00,ieee123,Line.l_42_44,line,42,B,10.828
2010-07-01T00:30:00,ieee123,Line.l_42_44,line,42,C,13.721
2010-07-01T00:30:00,ieee123,Line.l_44_45,line,44.1,A,5.507
2010-07-01T00:30:00,ieee123,Line.l_44_47,line,44,A,8.783
2010-07-01T00:30:00,ieee123,Line.l_44_47,line,44,B,10.828
2010-07-01T00:30:00,ieee123,Line.l_44_47,line,44,C,13.721
2010-07-01T00:30:00,ieee123,Line.l_45_46,line,45.1,A,3.163
2010-07-01T00:30:00,ieee123,Line.l_47_48,line,47,A,0.000
2010-07-01T00:30:00,ieee123,Line.l_47_48,line,47,B,0.000
2010-07-01T00:30:00,ieee123,Line.l_47_48,line,47,C,0.000
2010-07-01T00:30:00,ieee123,Line.l_47_49,line,47,A,8.784
2010-07-01T00:30:00,ieee123,Line.l_47_49,line,47,B,10.829
2010-07-01T00:30:00,ieee123,Line.l_47_49,line,47,C,13.722
2010-07-01T00:30:00,ieee123,Line.l_49_50,line,49,A,3.584
2010-07-01T00:30:00,ieee123,Line.l_49_50,line,49,B,0.003
2010-07-01T00:30:00,ieee123,Line.l_49_50,line,49,C,8.463
2010-07-01T00:30:00,ieee123,Line.l_50_51,line,50,A,3.584
2010-07-01T00:30:00,ieee123,Line.l_50_51,line,50,B,0.002
2010-07-01T00:30:00,ieee123,Line.l_50_51,line,50,C,0.002
2010-07-01T00:30:00,ieee123,Line.l_51_151,line,51,A,0.001
2010-07-01T00:30:00,ieee123,Line.l_51_151,line,51,B,0.001
2010-07-01T00:30:00,ieee123,Line.l_51_151,line,51,C,0.001
2010-07-01T00:30:00,ieee123,Line.l_52_53,line,52,A,442.731
2010-07-01T00:30:00,ieee123,Line.l_52_53,line,52,B,310.307
2010-07-01T00:30:00,ieee123,Line.l_52_53,line,52,C,282.527
2010-07-01T00:30:00,ieee123,Line.l_53_54,line,53,A,439.933
2010-07-01T00:30:00,ieee123,Line.l_53_54,line,53,B,310.307
2010-07-01T00:30:00,ieee123,Line.l_53_54,line,53,C,282.527
2010-07-01T00:30:00,ieee123,Line.l_54_55,line,54,A,0.570
2010-07-01T00:30:00,ieee123,Line.l_54_55,line,54,B,30.580
2010-07-01T00:30:00,ieee123,Line.l_54_55,line,54,C,0.002
2010-07-01T00:30:00,ieee123,Line.l_54_57,line,54,A,439.368
2010-07-01T00:30:00,ieee123,Line.l_54_57,line,54,B,280.964
2010-07-01T00:30:00,ieee123,Line.l_54_57,line,54,C,282.528
2010-07-01T00:30:00,ieee123,Line.l_55_56,line,55,A,0.001
2010-07-01T00:30:00,ieee123,Line.l_55_56,line,55,B,30.580
