event_id,scenario_id,timestamp,feeder_id,src_device,dst_device,protocol,message_type,direction,sequence,point_id,value,unit,quality,delivery_status,latency_ms,injected,replay_of_event_id,original_value,reported_value,command_id,result,label,attack_id,mitre_technique
normal_ieee37-ev00000117,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,117,CURRENT_line_Line_l_702_705_B,4.332,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000118,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,118,CURRENT_line_Line_l_702_705_C,6.914,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000119,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,119,CURRENT_line_Line_l_702_713_A,75.271,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000012,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,12,BUS_704_VPU_BC,0.8666115296823677,pu,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000120,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,120,CURRENT_line_Line_l_702_713_B,269.405,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000121,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,121,CURRENT_line_Line_l_702_713_C,259.993,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000122,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,122,CURRENT_line_Line_l_703_727_A,48.785,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000123,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,123,CURRENT_line_Line_l_703_727_B,26.925,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000124,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,124,CURRENT_line_Line_l_703_727_C,32.412,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000125,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,125,CURRENT_line_Line_l_703_730_A,223.668,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000126,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,126,CURRENT_line_Line_l_703_730_B,184.548,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000127,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,127,CURRENT_line_Line_l_703_730_C,68.303,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000128,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,128,CURRENT_line_Line_l_704_714_A,49.585,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000129,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,129,CURRENT_line_Line_l_704_714_B,69.126,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000013,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,13,BUS_704_VPU_CA,0.9073305281510258,pu,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000130,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,130,CURRENT_line_Line_l_704_714_C,30.031,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000131,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,131,CURRENT_line_Line_l_704_720_A,27.38,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000132,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,132,CURRENT_line_Line_l_704_720_B,211.561,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000133,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,133,CURRENT_line_Line_l_704_720_C,225.379,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000134,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,134,CURRENT_line_Line_l_705_712_A,3.872,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000135,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,135,CURRENT_line_Line_l_705_712_B,0.001,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000136,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,136,CURRENT_line_Line_l_705_712_C,3.873,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000137,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,137,CURRENT_line_Line_l_705_742_A,0.404,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000138,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,138,CURRENT_line_Line_l_705_742_B,4.332,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000139,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,139,CURRENT_line_Line_l_705_742_C,4.132,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000014,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,14,BUS_705_VPU_AB,0.9062750540264244,pu,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000140,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,140,CURRENT_line_Line_l_706_725_A,0.001,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000141,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,141,CURRENT_line_Line_l_706_725_B,57.216,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000142,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,142,CURRENT_line_Line_l_706_725_C,57.215,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000143,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,143,CURRENT_line_Line_l_707_722_A,22.601,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000144,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,144,CURRENT_line_Line_l_707_722_B,140.287,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000145,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,145,CURRENT_line_Line_l_707_722_C,151.932,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000146,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,146,CURRENT_line_Line_l_707_724_A,0.002,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000147,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,147,CURRENT_line_Line_l_707_724_B,14.057,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000148,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,148,CURRENT_line_Line_l_707_724_C,14.055,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000149,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,149,CURRENT_line_Line_l_708_732_A,3.758,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000015,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,15,BUS_705_VPU_BC,0.8828939169754267,pu,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000150,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,150,CURRENT_line_Line_l_708_732_B,0.001,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000151,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,151,CURRENT_line_Line_l_708_732_C,3.759,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000152,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,152,CURRENT_line_Line_l_708_733_A,213.401,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000153,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,153,CURRENT_line_Line_l_708_733_B,183.522,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000154,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,154,CURRENT_line_Line_l_708_733_C,52.672,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000155,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,155,CURRENT_line_Line_l_709_708_A,215.977,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000156,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,156,CURRENT_line_Line_l_709_708_B,183.521,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000157,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,157,CURRENT_line_Line_l_709_708_C,56.428,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000158,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,158,CURRENT_line_Line_l_709_731_A,0.002,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000159,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,159,CURRENT_line_Line_l_709_731_B,2.192,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000016,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,16,BUS_705_VPU_CA,0.9146004000243089,pu,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000160,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,160,CURRENT_line_Line_l_709_731_C,2.19,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000161,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,161,CURRENT_line_Line_l_710_735_A,3.027,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000162,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,162,CURRENT_line_Line_l_710_735_B,0.001,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000163,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,163,CURRENT_line_Line_l_710_735_C,3.028,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000164,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,164,CURRENT_line_Line_l_710_736_A,0.004,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000165,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,165,CURRENT_line_Line_l_710_736_B,2.31,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000166,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,166,CURRENT_line_Line_l_710_736_C,2.307,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000167,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,167,CURRENT_line_Line_l_711_740_A,7.628,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000168,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,168,CURRENT_line_Line_l_711_740_B,0.001,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000169,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,169,CURRENT_line_Line_l_711_740_C,7.629,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000017,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,17,BUS_706_VPU_AB,0.8949221983534981,pu,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000170,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,170,CURRENT_line_Line_l_711_741_A,2.283,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000171,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,171,CURRENT_line_Line_l_711_741_B,0.001,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000172,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,172,CURRENT_line_Line_l_711_741_C,2.284,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000173,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,173,CURRENT_line_Line_l_713_704_A,68.555,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000174,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,174,CURRENT_line_Line_l_713_704_B,269.405,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000175,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,175,CURRENT_line_Line_l_713_704_C,255.303,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000176,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,176,CURRENT_line_Line_l_714_718_A,24.319,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000177,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,177,CURRENT_line_Line_l_714_718_B,24.318,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000178,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,178,CURRENT_line_Line_l_714_718_C,0.002,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000179,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,179,CURRENT_line_Line_l_720_706_A,0.003,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000018,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,18,BUS_706_VPU_BC,0.8514789018573995,pu,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000180,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,180,CURRENT_line_Line_l_720_706_B,57.216,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000181,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,181,CURRENT_line_Line_l_720_706_C,57.214,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000182,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,182,CURRENT_line_Line_l_720_707_A,22.597,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000183,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,183,CURRENT_line_Line_l_720_707_B,154.344,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000184,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,184,CURRENT_line_Line_l_720_707_C,165.871,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000185,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,185,CURRENT_line_Line_l_727_744_A,27.15,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000186,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,186,CURRENT_line_Line_l_727_744_B,26.925,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000187,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,187,CURRENT_line_Line_l_727_744_C,5.877,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
normal_ieee37-ev00000188,normal_ieee37,2010-07-01T00:00:00,ieee37,RTU_ieee37,SCADA_MASTER,DNP3,TELEMETRY,RTU_TO_SCADA,188,CURRENT_line_Line_l_730_709_A,215.976,A,GOOD,DELIVERED,0,,,,,,,NORMAL,,
