timestamp,feeder_id,source_p_kw,source_q_kvar,converged,n_buses,n_deenergized,vpu_min,vpu_max
2010-07-01T15:30:00,ieee37,2437.65,1454.40,1,36,0,0.8731,0.9517
2010-07-01T16:00:00,ieee37,3673.41,2427.72,1,36,0,0.8115,0.9210
2010-07-01T16:30:00,ieee37,4934.55,3610.60,1,36,0,0.7311,0.8871
2010-07-01T17:00:00,ieee37,5189.51,3862.19,1,36,0,0.7151,0.8710
2010-07-01T17:30:00,ieee37,4794.66,3453.72,1,36,0,0.7398,0.8725
2010-07-01T18:00:00,ieee37,5071.12,3734.58,1,36,0,0.7140,0.8731
2010-07-01T18:30:00,ieee37,5209.26,3867.75,1,36,0,0.7150,0.8656
2010-07-01T19:00:00,ieee37,5173.47,3830.47,1,36,0,0.7230,0.8679
2010-07-01T19:30:00,ieee37,5150.25,3821.61,1,36,0,0.7046,0.8645
2010-07-01T20:00:00,ieee37,4855.97,3528.53,1,36,0,0.7083,0.8762
2010-07-01T20:30:00,ieee37,4454.58,3123.93,1,36,0,0.7482,0.8898
2010-07-01T21:00:00,ieee37,4172.90,2859.92,1,36,0,0.7699,0.8988
2010-07-01T21:30:00,ieee37,3725.26,2452.89,1,36,0,0.8011,0.9083
2010-07-01T22:00:00,ieee37,2996.35,1856.08,1,36,0,0.8408,0.9286
2010-07-01T22:30:00,ieee37,2219.39,1289.77,1,36,0,0.8879,0.9481
2010-07-01T23:00:00,ieee37,2071.59,1189.66,1,36,0,0.8865,0.9546
2010-07-01T23:30:00,ieee37,3088.64,1946.99,1,36,0,0.8343,0.9201
2010-07-02T00:00:00,ieee37,2870.87,1782.48,1,36,0,0.8385,0.9335
2010-07-02T00:30:00,ieee37,2757.82,1694.96,1,36,0,0.8391,0.9403
2010-07-02T01:00:00,ieee37,2688.14,1653.71,1,36,0,0.8274,0.9436
2010-07-02T01:30:00,ieee37,2136.51,1256.57,1,36,0,0.8806,0.9605
2010-07-02T02:00:00,ieee37,1729.83,983.17,1,36,0,0.8910,0.9724
2010-07-02T02:30:00,ieee37,921.72,478.08,1,36,0,0.9514,0.9870
2010-07-02T03:00:00,ieee37,1633.06,917.11,1,36,0,0.9331,0.9693
2010-07-02T03:30:00,ieee37,2353.71,1406.50,1,36,0,0.8972,0.9587
2010-07-02T04:00:00,ieee37,2567.63,1566.13,1,36,0,0.8798,0.9627
2010-07-02T04:30:00,ieee37,2781.51,1714.49,1,36,0,0.8691,0.9540
2010-07-02T05:00:00,ieee37,2977.65,1873.00,1,36,0,0.8537,0.9538
2010-07-02T05:30:00,ieee37,3402.29,2202.22,1,36,0,0.8231,0.9359
2010-07-02T06:00:00,ieee37,4405.40,3100.22,1,36,0,0.7715,0.9167
2010-07-02T06:30:00,ieee37,2730.85,1685.27,1,36,0,0.8482,0.9617
2010-07-02T07:00:00,ieee37,3468.21,2247.90,1,36,0,0.8153,0.9343
2010-07-02T07:30:00,ieee37,4809.49,3456.06,1,36,0,0.7506,0.8865
2010-07-02T08:00:00,ieee37,4681.42,3343.76,1,36,0,0.7465,0.8960
2010-07-02T08:30:00,ieee37,3193.46,2011.76,1,36,0,0.8438,0.9272
2010-07-02T09:00:00,ieee37,3220.30,2042.93,1,36,0,0.8233,0.9247
2010-07-02T09:30:00,ieee37,2826.53,1742.89,1,36,0,0.8505,0.9328
2010-07-02T10:00:00,ieee37,2950.98,1837.30,1,36,0,0.8446,0.9307
2010-07-02T10:30:00,ieee37,2613.70,1585.82,1,36,0,0.8551,0.9409
2010-07-02T11:00:00,ieee37,2840.05,1750.63,1,36,0,0.8467,0.9400
2010-07-02T11:30:00,ieee37,2291.00,1348.65,1,36,0,0.8842,0.9478
2010-07-02T12:00:00,ieee37,2089.40,1210.69,1,36,0,0.8799,0.9500
2010-07-02T12:30:00,ieee37,1950.66,1115.12,1,36,0,0.8991,0.9515
2010-07-02T13:00:00,ieee37,1880.51,1070.86,1,36,0,0.8907,0.9610
2010-07-02T13:30:00,ieee37,2933.36,1844.03,1,36,0,0.8166,0.9551
2010-07-02T14:00:00,ieee37,2966.28,1852.30,1,36,0,0.8360,0.9450
2010-07-02T14:30:00,ieee37,2380.54,1411.57,1,36,0,0.8648,0.9538
2010-07-02T15:00:00,ieee37,2607.14,1579.44,1,36,0,0.8519,0.9525
2010-07-02T15:30:00,ieee37,3164.70,2014.36,1,36,0,0.8163,0.9475
2010-07-02T16:00:00,ieee37,5068.98,3798.79,1,36,0,0.6968,0.9024
2010-07-02T16:30:00,ieee37,5688.84,4526.04,1,36,0,0.6716,0.8859
2010-07-02T17:00:00,ieee37,6216.23,5177.99,1,36,0,0.6361,0.8641
2010-07-02T17:30:00,ieee37,5919.54,4785.18,1,36,0,0.6499,0.8713
2010-07-02T18:00:00,ieee37,5847.91,4658.84,1,36,0,0.6769,0.8674
2010-07-02T18:30:00,ieee37,4851.46,3507.28,1,36,0,0.7519,0.8815
2010-07-02T19:00:00,ieee37,5041.03,3698.19,1,36,0,0.7259,0.8811
2010-07-02T19:30:00,ieee37,5423.03,4107.03,1,36,0,0.7082,0.8552
2010-07-02T20:00:00,ieee37,5181.58,3844.06,1,36,0,0.7234,0.8639
2010-07-02T20:30:00,ieee37,4680.17,3334.94,1,36,0,0.7453,0.8875
2010-07-02T21:00:00,ieee37,4518.34,3168.51,1,36,0,0.7680,0.8867
2010-07-02T21:30:00,ieee37,3611.54,2353.14,1,36,0,0.8151,0.9069
2010-07-02T22:00:00,ieee37,2968.03,1840.28,1,36,0,0.8363,0.9300
2010-07-02T22:30:00,ieee37,3062.77,1907.89,1,36,0,0.8073,0.9268
2010-07-02T23:00:00,ieee37,2662.01,1603.72,1,36,0,0.8540,0.9429
2010-07-02T23:30:00,ieee37,3837.90,2561.91,1,36,0,0.7801,0.9026
2010-07-03T00:00:00,ieee37,3409.71,2200.29,1,36,0,0.8119,0.9083
2010-07-03T00:30:00,ieee37,2720.09,1672.03,1,36,0,0.8408,0.9450
2010-07-03T01:00:00,ieee37,2725.76,1683.69,1,36,0,0.8255,0.9455
2010-07-03T01:30:00,ieee37,2769.94,1711.66,1,36,0,0.8257,0.9424
2010-07-03T02:00:00,ieee37,2531.32,1510.82,1,36,0,0.8655,0.9474
2010-07-03T02:30:00,ieee37,1159.38,619.20,1,36,0,0.9412,0.9801
2010-07-03T03:00:00,ieee37,2053.60,1186.26,1,36,0,0.9094,0.9656
2010-07-03T03:30:00,ieee37,2803.55,1729.01,1,36,0,0.8743,0.9534
2010-07-03T04:00:00,ieee37,2728.50,1677.60,1,36,0,0.8744,0.9577
2010-07-03T04:30:00,ieee37,3021.68,1895.86,1,36,0,0.8526,0.9499
2010-07-03T05:00:00,ieee37,2533.67,1521.73,1,36,0,0.8546,0.9533
2010-07-03T05:30:00,ieee37,1593.05,884.96,1,36,0,0.9083,0.9794
2010-07-03T06:00:00,ieee37,2126.81,1227.33,1,36,0,0.8856,0.9638
2010-07-03T06:30:00,ieee37,2140.11,1244.69,1,36,0,0.8866,0.9640
2010-07-03T07:00:00,ieee37,2791.69,1703.65,1,36,0,0.8524,0.9425
2010-07-03T07:30:00,ieee37,3255.53,2071.83,1,36,0,0.8312,0.9235
2010-07-03T08:00:00,ieee37,3487.60,2271.45,1,36,0,0.8016,0.9267
2010-07-03T08:30:00,ieee37,3700.80,2468.70,1,36,0,0.7906,0.9347
2010-07-03T09:00:00,ieee37,3332.13,2160.82,1,36,0,0.8083,0.9474
2010-07-03T09:30:00,ieee37,2703.32,1650.05,1,36,0,0.8638,0.9482
2010-07-03T10:00:00,ieee37,2720.16,1655.64,1,36,0,0.8650,0.9434
2010-07-03T10:30:00,ieee37,2919.82,1801.86,1,36,0,0.8577,0.9376
2010-07-03T11:00:00,ieee37,2929.69,1812.91,1,36,0,0.8487,0.9392
2010-07-03T11:30:00,ieee37,3039.88,1897.05,1,36,0,0.8201,0.9409
2010-07-03T12:00:00,ieee37,2928.48,1811.68,1,36,0,0.8267,0.9470
2010-07-03T12:30:00,ieee37,2421.88,1434.99,1,36,0,0.8557,0.9554
2010-07-03T13:00:00,ieee37,2587.48,1576.92,1,36,0,0.8378,0.9618
2010-07-03T13:30:00,ieee37,2607.44,1584.37,1,36,0,0.8505,0.9588
2010-07-03T14:00:00,ieee37,2597.77,1584.46,1,36,0,0.8490,0.9633
2010-07-03T14:30:00,ieee37,3113.84,1975.82,1,36,0,0.8038,0.9407
2010-07-03T15:00:00,ieee37,2860.25,1762.26,1,36,0,0.8466,0.9389
2010-07-03T15:30:00,ieee37,2533.17,1522.37,1,36,0,0.8799,0.9362
2010-07-03T16:00:00,ieee37,3468.48,2260.27,1,36,0,0.8279,0.9308
2010-07-03T16:30:00,ieee37,4467.91,3168.88,1,36,0,0.7514,0.9107
2010-07-03T17:00:00,ieee37,4778.51,3440.25,1,36,0,0.7493,0.8913
2010-07-03T17:30:00,ieee37,5056.52,3711.21,1,36,0,0.7512,0.8715
2010-07-03T18:00:00,ieee37,4942.46,3586.16,1,36,0,0.7536,0.8666
2010-07-03T18:30:00,ieee37,4943.59,3590.41,1,36,0,0.7379,0.8746
2010-07-03T19:00:00,ieee37,4905.65,3543.40,1,36,0,0.7410,0.8693
2010-07-03T19:30:00,ieee37,4819.98,3481.34,1,36,0,0.7263,0.8793
2010-07-03T20:00:00,ieee37,4596.64,3265.48,1,36,0,0.7308,0.8885
2010-07-03T20:30:00,ieee37,4507.81,3174.66,1,36,0,0.7373,0.8902
2010-07-03T21:00:00,ieee37,3954.14,2670.25,1,36,0,0.7679,0.9058
2010-07-03T21:30:00,ieee37,3337.55,2149.62,1,36,0,0.7991,0.9308
2010-07-03T22:00:00,ieee37,3114.38,1962.80,1,36,0,0.8178,0.9306
2010-07-03T22:30:00,ieee37,2913.50,1804.07,1,36,0,0.8350,0.9354
2010-07-03T23:00:00,ieee37,2495.69,1497.76,1,36,0,0.8494,0.9604
2010-07-03T23:30:00,ieee37,3866.72,2598.12,1,36,0,0.7800,0.9179
2010-07-04T00:00:00,ieee37,3599.80,2361.46,1,36,0,0.7966,0.9132
2010-07-04T00:30:00,ieee37,3594.89,2359.55,1,36,0,0.7984,0.9171
2010-07-04T01:00:00,ieee37,3685.65,2418.52,1,36,0,0.8118,0.9049
2010-07-04T01:30:00,ieee37,3320.80,2116.34,1,36,0,0.8260,0.9197
2010-07-04T02:00:00,ieee37,3029.82,1890.10,1,36,0,0.8268,0.9301
2010-07-04T02:30:00,ieee37,1708.10,962.80,1,36,0,0.8813,0.9756
2010-07-04T03:00:00,ieee37,1753.74,995.26,1,36,0,0.9223,0.9654
2010-07-04T03:30:00,ieee37,2479.22,1492.12,1,36,0,0.8932,0.9526
2010-07-04T04:00:00,ieee37,1909.78,1092.96,1,36,0,0.9237,0.9591
2010-07-04T04:30:00,ieee37,1400.09,759.92,1,36,0,0.9188,0.9752
2010-07-04T05:00:00,ieee37,1327.97,716.63,1,36,0,0.9318,0.9731
2010-07-04T05:30:00,ieee37,2198.29,1288.87,1,36,0,0.8878,0.9543
2010-07-04T06:00:00,ieee37,2215.28,1296.89,1,36,0,0.8843,0.9509
2010-07-04T06:30:00,ieee37,1886.73,1077.69,1,36,0,0.9077,0.9565
2010-07-04T07:00:00,ieee37,2269.10,1339.24,1,36,0,0.8725,0.9625
2010-07-04T07:30:00,ieee37,2996.35,1862.66,1,36,0,0.8515,0.9443
2010-07-04T08:00:00,ieee37,4201.30,2885.43,1,36,0,0.7669,0.9099
2010-07-04T08:30:00,ieee37,4027.20,2772.58,1,36,0,0.7420,0.9251
2010-07-04T09:00:00,ieee37,3660.92,2460.20,1,36,0,0.7635,0.9439
2010-07-04T09:30:00,ieee37,3186.35,2030.13,1,36,0,0.8041,0.9437
2010-07-04T10:00:00,ieee37,3263.15,2083.93,1,36,0,0.8174,0.9352
2010-07-04T10:30:00,ieee37,3107.91,1975.39,1,36,0,0.8059,0.9459
2010-07-04T11:00:00,ieee37,3043.87,1907.38,1,36,0,0.8383,0.9436
2010-07-04T11:30:00,ieee37,2752.79,1677.48,1,36,0,0.8691,0.9462
2010-07-04T12:00:00,ieee37,2581.46,1568.01,1,36,0,0.8505,0.9636
2010-07-04T12:30:00,ieee37,1999.43,1156.26,1,36,0,0.8789,0.9697
2010-07-04T13:00:00,ieee37,2067.61,1200.68,1,36,0,0.8887,0.9627
2010-07-04T13:30:00,ieee37,2259.44,1329.93,1,36,0,0.8737,0.9546
2010-07-04T14:00:00,ieee37,2845.84,1747.52,1,36,0,0.8553,0.9402
2010-07-04T14:30:00,ieee37,2772.59,1694.83,1,36,0,0.8504,0.9391
2010-07-04T15:00:00,ieee37,2990.31,1869.96,1,36,0,0.8285,0.9370
2010-07-04T15:30:00,ieee37,3070.83,1919.75,1,36,0,0.8386,0.9282
2010-07-04T16:00:00,ieee37,4198.25,2863.09,1,36,0,0.8068,0.8983
2010-07-04T16:30:00,ieee37,4368.45,3057.37,1,36,0,0.7528,0.8967
2010-07-04T17:00:00,ieee37,4792.26,3461.86,1,36,0,0.7484,0.8892
2010-07-04T17:30:00,ieee37,5202.41,3904.66,1,36,0,0.7103,0.8795
2010-07-04T18:00:00,ieee37,5395.24,4088.99,1,36,0,0.7212,0.8601
2010-07-04T18:30:00,ieee37,5009.98,3657.76,1,36,0,0.7488,0.8645
2010-07-04T19:00:00,ieee37,5439.83,4116.26,1,36,0,0.7209,0.8473
2010-07-04T19:30:00,ieee37,4952.93,3616.37,1,36,0,0.7282,0.8773
2010-07-04T20:00:00,ieee37,4636.54,3310.20,1,36,0,0.7357,0.8885
2010-07-04T20:30:00,ieee37,4795.22,3471.28,1,36,0,0.7326,0.8853
2010-07-04T21:00:00,ieee37,4424.05,3105.05,1,36,0,0.7454,0.8933
2010-07-04T21:30:00,ieee37,4118.74,2815.64,1,36,0,0.7707,0.9068
2010-07-04T22:00:00,ieee37,2904.11,1796.44,1,36,0,0.8344,0.9368
2010-07-04T22:30:00,ieee37,2691.73,1626.81,1,36,0,0.8561,0.9352
2010-07-04T23:00:00,ieee37,2391.64,1424.64,1,36,0,0.8457,0.9554
2010-07-04T23:30:00,ieee37,3409.93,2205.41,1,36,0,0.8072,0.9160
2010-07-05T00:00:00,ieee37,3049.67,1918.13,1,36,0,0.8295,0.9259
2010-07-05T00:30:00,ieee37,2923.19,1825.76,1,36,0,0.8319,0.9269
2010-07-05T01:00:00,ieee37,2842.63,1752.39,1,36,0,0.8360,0.9385
2010-07-05T01:30:00,ieee37,2436.30,1467.37,1,36,0,0.8439,0.9512
2010-07-05T02:00:00,ieee37,2452.59,1482.71,1,36,0,0.8386,0.9513
2010-07-05T02:30:00,ieee37,1700.79,959.51,1,36,0,0.8815,0.9714
2010-07-05T03:00:00,ieee37,2366.44,1410.77,1,36,0,0.8680,0.9550
2010-07-05T03:30:00,ieee37,3012.02,1891.17,1,36,0,0.8515,0.9328
2010-07-05T04:00:00,ieee37,2893.35,1791.14,1,36,0,0.8663,0.9358
2010-07-05T04:30:00,ieee37,2894.21,1804.97,1,36,0,0.8547,0.9530
2010-07-05T05:00:00,ieee37,2865.22,1779.91,1,36,0,0.8564,0.9539
2010-07-05T05:30:00,ieee37,1967.24,1127.56,1,36,0,0.8921,0.9700
2010-07-05T06:00:00,ieee37,2194.62,1294.33,1,36,0,0.8770,0.9729
2010-07-05T06:30:00,ieee37,2529.57,1513.74,1,36,0,0.8676,0.9549
2010-07-05T07:00:00,ieee37,2380.04,1412.06,1,36,0,0.8682,0.9576
2010-07-05T07:30:00,ieee37,3087.04,1934.77,1,36,0,0.8442,0.9361
2010-07-05T08:00:00,ieee37,3716.51,2450.33,1,36,0,0.8182,0.9163
2010-07-05T08:30:00,ieee37,3121.64,1957.58,1,36,0,0.8530,0.9221
2010-07-05T09:00:00,ieee37,2620.96,1582.57,1,36,0,0.8705,0.9383
2010-07-05T09:30:00,ieee37,2826.25,1741.83,1,36,0,0.8636,0.9422
2010-07-05T10:00:00,ieee37,2910.72,1799.65,1,36,0,0.8637,0.9405
2010-07-05T10:30:00,ieee37,2926.11,1816.60,1,36,0,0.8478,0.9439
2010-07-05T11:00:00,ieee37,2700.91,1661.63,1,36,0,0.8532,0.9556
2010-07-05T11:30:00,ieee37,2418.19,1440.37,1,36,0,0.8847,0.9499
2010-07-05T12:00:00,ieee37,2476.90,1491.16,1,36,0,0.8691,0.9583
2010-07-05T12:30:00,ieee37,2482.98,1495.57,1,36,0,0.8658,0.9581
2010-07-05T13:00:00,ieee37,2304.43,1374.61,1,36,0,0.8540,0.9676
2010-07-05T13:30:00,ieee37,2268.42,1346.46,1,36,0,0.8580,0.9654
2010-07-05T14:00:00,ieee37,2147.01,1281.85,1,36,0,0.8547,0.9755
2010-07-05T14:30:00,ieee37,2177.31,1284.39,1,36,0,0.8785,0.9637
2010-07-05T15:00:00,ieee37,2552.67,1542.81,1,36,0,0.8641,0.9533
2010-07-05T15:30:00,ieee37,2443.74,1469.23,1,36,0,0.8707,0.9587
2010-07-05T16:00:00,ieee37,4296.25,2973.76,1,36,0,0.8030,0.9034
2010-07-05T16:30:00,ieee37,4494.55,3166.03,1,36,0,0.7712,0.8982
2010-07-05T17:00:00,ieee37,5032.23,3777.03,1,36,0,0.7028,0.9044
2010-07-05T17:30:00,ieee37,5290.47,4026.50,1,36,0,0.7062,0.8881
2010-07-05T18:00:00,ieee37,5667.11,4411.45,1,36,0,0.6958,0.8622
2010-07-05T18:30:00,ieee37,5868.70,4625.18,1,36,0,0.6924,0.8455
2010-07-05T19:00:00,ieee37,5224.51,3942.59,1,36,0,0.6897,0.8887
2010-07-05T19:30:00,ieee37,4081.02,2785.57,1,36,0,0.7785,0.9184
2010-07-05T20:00:00,ieee37,4200.05,2953.20,1,36,0,0.7399,0.9303
2010-07-05T20:30:00,ieee37,3960.94,2701.30,1,36,0,0.7666,0.9274
2010-07-05T21:00:00,ieee37,3718.26,2470.19,1,36,0,0.7937,0.9295
2010-07-05T21:30:00,ieee37,3291.83,2098.26,1,36,0,0.8209,0.9318
2010-07-05T22:00:00,ieee37,2699.58,1631.55,1,36,0,0.8616,0.9349
2010-07-05T22:30:00,ieee37,2450.98,1451.21,1,36,0,0.8739,0.9400
2010-07-05T23:00:00,ieee37,2092.27,1208.28,1,36,0,0.8813,0.9581
2010-07-05T23:30:00,ieee37,3225.93,2059.93,1,36,0,0.7969,0.9257
2010-07-06T00:00:00,ieee37,2829.70,1748.70,1,36,0,0.8470,0.9264
2010-07-06T00:30:00,ieee37,2464.81,1480.82,1,36,0,0.8621,0.9422
2010-07-06T01:00:00,ieee37,2254.64,1327.80,1,36,0,0.8770,0.9574
2010-07-06T01:30:00,ieee37,1978.45,1142.84,1,36,0,0.8877,0.9656
2010-07-06T02:00:00,ieee37,1537.55,838.12,1,36,0,0.9266,0.9693
2010-07-06T02:30:00,ieee37,996.07,522.41,1,36,0,0.9429,0.9834
2010-07-06T03:00:00,ieee37,1628.37,914.29,1,36,0,0.9282,0.9710
2010-07-06T03:30:00,ieee37,2378.62,1423.21,1,36,0,0.8950,0.9572
2010-07-06T04:00:00,ieee37,1329.16,715.72,1,36,0,0.9409,0.9739
2010-07-06T04:30:00,ieee37,1321.45,710.65,1,36,0,0.9281,0.9803
2010-07-06T05:00:00,ieee37,2614.92,1590.07,1,36,0,0.8472,0.9548
2010-07-06T05:30:00,ieee37,2060.96,1194.81,1,36,0,0.8836,0.9719
2010-07-06T06:00:00,ieee37,2786.41,1714.13,1,36,0,0.8545,0.9531
2010-07-06T06:30:00,ieee37,2694.31,1650.81,1,36,0,0.8386,0.9603
2010-07-06T07:00:00,ieee37,2605.88,1570.36,1,36,0,0.8420,0.9460
2010-07-06T07:30:00,ieee37,3114.75,1959.30,1,36,0,0.8086,0.9398
2010-07-06T08:00:00,ieee37,3290.25,2106.89,1,36,0,0.8127,0.9395
2010-07-06T08:30:00,ieee37,2993.63,1868.93,1,36,0,0.8444,0.9445
2010-07-06T09:00:00,ieee37,2777.78,1711.26,1,36,0,0.8537,0.9516
2010-07-06T09:30:00,ieee37,3517.23,2303.07,1,36,0,0.7980,0.9368
2010-07-06T10:00:00,ieee37,3511.57,2302.70,1,36,0,0.7935,0.9409
2010-07-06T10:30:00,ieee37,2702.97,1676.52,1,36,0,0.8212,0.9647
2010-07-06T11:00:00,ieee37,2023.69,1179.52,1,36,0,0.8794,0.9728
2010-07-06T11:30:00,ieee37,1842.01,1051.19,1,36,0,0.9095,0.9687
2010-07-06T12:00:00,ieee37,1816.56,1034.46,1,36,0,0.9132,0.9662
2010-07-06T12:30:00,ieee37,1592.27,888.18,1,36,0,0.9055,0.9727
2010-07-06T13:00:00,ieee37,1550.24,858.41,1,36,0,0.9124,0.9725
2010-07-06T13:30:00,ieee37,1591.32,876.59,1,36,0,0.9223,0.9718
2010-07-06T14:00:00,ieee37,1970.22,1129.11,1,36,0,0.8860,0.9753
2010-07-06T14:30:00,ieee37,2076.52,1193.97,1,36,0,0.8951,0.9667
2010-07-06T15:00:00,ieee37,2947.00,1828.88,1,36,0,0.8395,0.9558
2010-07-06T15:30:00,ieee37,2530.11,1515.62,1,36,0,0.8595,0.9613
2010-07-06T16:00:00,ieee37,4092.18,2776.64,1,36,0,0.8059,0.9130
2010-07-06T16:30:00,ieee37,4547.49,3222.53,1,36,0,0.7664,0.9060
2010-07-06T17:00:00,ieee37,5103.77,3811.12,1,36,0,0.6821,0.8828
2010-07-06T17:30:00,ieee37,5092.35,3784.27,1,36,0,0.6887,0.8761
2010-07-06T18:00:00,ieee37,5361.23,4087.74,1,36,0,0.6949,0.8797
2010-07-06T18:30:00,ieee37,4250.27,2935.06,1,36,0,0.7681,0.9056
2010-07-06T19:00:00,ieee37,3898.09,2612.04,1,36,0,0.7954,0.9129
2010-07-06T19:30:00,ieee37,3735.27,2479.06,1,36,0,0.8027,0.9228
2010-07-06T20:00:00,ieee37,3763.95,2503.10,1,36,0,0.7963,0.9260
2010-07-06T20:30:00,ieee37,3683.80,2432.54,1,36,0,0.7988,0.9278
2010-07-06T21:00:00,ieee37,3380.76,2177.60,1,36,0,0.8107,0.9361
2010-07-06T21:30:00,ieee37,3208.19,2021.91,1,36,0,0.8365,0.9250
2010-07-06T22:00:00,ieee37,2715.92,1645.58,1,36,0,0.8583,0.9370
2010-07-06T22:30:00,ieee37,2350.61,1383.53,1,36,0,0.8758,0.9439
2010-07-06T23:00:00,ieee37,1968.01,1125.15,1,36,0,0.8997,0.9580
2010-07-06T23:30:00,ieee37,3117.16,1971.86,1,36,0,0.8287,0.9222
2010-07-07T00:00:00,ieee37,3137.92,1990.55,1,36,0,0.8268,0.9205
2010-07-07T00:30:00,ieee37,2610.08,1595.30,1,36,0,0.8367,0.9415
2010-07-07T01:00:00,ieee37,3056.12,1926.16,1,36,0,0.8103,0.9407
2010-07-07T01:30:00,ieee37,2338.13,1371.04,1,36,0,0.8877,0.9501
2010-07-07T02:00:00,ieee37,1655.51,914.90,1,36,0,0.9161,0.9665
2010-07-07T02:30:00,ieee37,1382.80,750.13,1,36,0,0.9262,0.9785
2010-07-07T03:00:00,ieee37,2045.58,1187.78,1,36,0,0.8994,0.9665
2010-07-07T03:30:00,ieee37,2858.38,1780.14,1,36,0,0.8589,0.9525
2010-07-07T04:00:00,ieee37,3079.02,1949.58,1,36,0,0.8384,0.9457
2010-07-07T04:30:00,ieee37,3203.77,2040.30,1,36,0,0.8397,0.9308
2010-07-07T05:00:00,ieee37,2209.61,1292.62,1,36,0,0.8887,0.9613
2010-07-07T05:30:00,ieee37,1956.45,1113.90,1,36,0,0.9041,0.9613
2010-07-07T06:00:00,ieee37,1662.16,930.18,1,36,0,0.9168,0.9624
2010-07-07T06:30:00,ieee37,1954.46,1117.73,1,36,0,0.9041,0.9558
2010-07-07T07:00:00,ieee37,1706.35,958.59,1,36,0,0.9119,0.9634
2010-07-07T07:30:00,ieee37,2047.04,1183.29,1,36,0,0.8913,0.9568
2010-07-07T08:00:00,ieee37,2385.28,1414.64,1,36,0,0.8796,0.9438
2010-07-07T08:30:00,ieee37,2856.01,1755.95,1,36,0,0.8599,0.9391
2010-07-07T09:00:00,ieee37,3151.26,1992.88,1,36,0,0.8359,0.9301
2010-07-07T09:30:00,ieee37,2760.35,1696.22,1,36,0,0.8367,0.9451
2010-07-07T10:00:00,ieee37,3575.90,2347.23,1,36,0,0.7649,0.9194
2010-07-07T10:30:00,ieee37,3882.16,2596.19,1,36,0,0.7849,0.9140
2010-07-07T11:00:00,ieee37,3185.57,2015.83,1,36,0,0.8228,0.9214
2010-07-07T11:30:00,ieee37,2631.48,1590.64,1,36,0,0.8643,0.9439
2010-07-07T12:00:00,ieee37,2445.54,1461.94,1,36,0,0.8506,0.9506
2010-07-07T12:30:00,ieee37,2397.03,1430.29,1,36,0,0.8663,0.9589
2010-07-07T13:00:00,ieee37,2375.12,1413.03,1,36,0,0.8669,0.9552
2010-07-07T13:30:00,ieee37,2484.59,1490.51,1,36,0,0.8529,0.9618
