timestamp,feeder_id,element,element_type,bus,phase,i_amps
2010-07-01T01:30:00,ieee37,Line.l_707_724,line,707,C,13.783
2010-07-01T01:30:00,ieee37,Line.l_707_722,line,707,A,22.936
2010-07-01T01:30:00,ieee37,Line.l_707_722,line,707,B,139.209
2010-07-01T01:30:00,ieee37,Line.l_707_722,line,707,C,150.268
2010-07-01T01:30:00,ieee37,Line.l_708_733,line,708,A,177.720
2010-07-01T01:30:00,ieee37,Line.l_708_733,line,708,B,170.088
2010-07-01T01:30:00,ieee37,Line.l_708_733,line,708,C,15.366
2010-07-01T01:30:00,ieee37,Line.l_708_732,line,708,A,3.657
2010-07-01T01:30:00,ieee37,Line.l_708_732,line,708,B,0.001
2010-07-01T01:30:00,ieee37,Line.l_708_732,line,708,C,3.658
2010-07-01T01:30:00,ieee37,Line.l_709_731,line,709,A,0.002
2010-07-01T01:30:00,ieee37,Line.l_709_731,line,709,B,2.044
2010-07-01T01:30:00,ieee37,Line.l_709_731,line,709,C,2.042
2010-07-01T01:30:00,ieee37,Line.l_709_708,line,709,A,179.954
